You entered a buffer length of 20,,x_20,y_20_up,z_20,z_20_up,,,,,,,,,,,,y_100
Average X value:,0.174315, Average Y value:,1.641238, Average Z value:,0.338766, Max X values:,0.315998,-0.064518, Max Y values:,2.403162,0.552585, Max Z values:,0.315998,-0.064518,,,1.020002
Average X value:,0.186388, Average Y value:,1.6833, Average Z value:,0.347989, Max X values:,0.315998,-0.064518, Max Y values:,2.403162,0.646951, Max Z values:,0.315998,-0.064518,,,1.017489
Average X value:,0.201245, Average Y value:,1.711951, Average Z value:,0.353403, Max X values:,0.315998,-0.064518, Max Y values:,2.403162,0.749252, Max Z values:,0.315998,-0.064518,,,1.014687
Average X value:,0.214417, Average Y value:,1.72878, Average Z value:,0.357047, Max X values:,0.315998,0.014222, Max Y values:,2.403162,0.893914, Max Z values:,0.315998,0.014222,,,1.012326
Average X value:,0.219062, Average Y value:,1.732296, Average Z value:,0.356632, Max X values:,0.315998,0.098822, Max Y values:,2.403162,0.964231, Max Z values:,0.315998,0.098822,,,1.009206
Average X value:,0.218074, Average Y value:,1.721754, Average Z value:,0.354154, Max X values:,0.315998,0.079045, Max Y values:,2.403162,0.884881, Max Z values:,0.315998,0.079045,,,1.006441
Average X value:,0.211945, Average Y value:,1.699133, Average Z value:,0.3483, Max X values:,0.315998,0.02643, Max Y values:,2.403162,0.771226, Max Z values:,0.315998,0.02643,,,1.004534
Average X value:,0.200787, Average Y value:,1.661894, Average Z value:,0.339254, Max X values:,0.315998,-0.02057, Max Y values:,2.403162,0.624611, Max Z values:,0.315998,-0.02057,,,1.002601
Average X value:,0.186596, Average Y value:,1.611237, Average Z value:,0.328688, Max X values:,0.315998,-0.02997, Max Y values:,2.403162,0.515351, Max Z values:,0.315998,-0.02997,,,1.000317
Average X value:,0.170665, Average Y value:,1.548984, Average Z value:,0.318263, Max X values:,0.315998,-0.03937, Max Y values:,2.403162,0.444302, Max Z values:,0.315998,-0.03937,,,0.997854
Average X value:,0.154123, Average Y value:,1.475206, Average Z value:,0.310187, Max X values:,0.315998,-0.046573, Max Y values:,2.403162,0.404993, Max Z values:,0.315998,-0.046573,,,0.995832
Average X value:,0.136214, Average Y value:,1.390399, Average Z value:,0.305548, Max X values:,0.315998,-0.08698, Max Y values:,2.403162,0.337606, Max Z values:,0.315998,-0.08698,,,0.992927
Average X value:,0.115858, Average Y value:,1.293988, Average Z value:,0.299689, Max X values:,0.315998,-0.102728, Max Y values:,2.403162,0.272539, Max Z values:,0.315998,-0.102728,,,0.989133
Average X value:,0.094525, Average Y value:,1.188427, Average Z value:,0.293139, Max X values:,0.270341,-0.110663, Max Y values:,2.403162,0.213087, Max Z values:,0.270341,-0.110663,,,0.985186
Average X value:,0.074553, Average Y value:,1.076286, Average Z value:,0.285882, Max X values:,0.233962,-0.129097, Max Y values:,2.395349,0.160349, Max Z values:,0.233962,-0.129097,,,0.983709
Average X value:,0.056076, Average Y value:,0.962669, Average Z value:,0.279277, Max X values:,0.233962,-0.15803, Max Y values:,2.321614,0.122993, Max Z values:,0.233962,-0.15803,,,0.983196
Average X value:,0.03865, Average Y value:,0.851169, Average Z value:,0.271721, Max X values:,0.233962,-0.15803, Max Y values:,2.158396,0.091619, Max Z values:,0.233962,-0.15803,,,0.982251
Average X value:,0.022285, Average Y value:,0.745706, Average Z value:,0.264359, Max X values:,0.233962,-0.15803, Max Y values:,1.956846,0.049136, Max Z values:,0.233962,-0.15803,,,0.980739
Average X value:,0.007618, Average Y value:,0.648373, Average Z value:,0.256052, Max X values:,0.233962,-0.15803, Max Y values:,1.799731,0.010193, Max Z values:,0.233962,-0.15803,,,0.979928
Average X value:,-0.00672, Average Y value:,0.558121, Average Z value:,0.246634, Max X values:,0.233962,-0.15803, Max Y values:,1.600989,-0.00531, Max Z values:,0.233962,-0.15803,,,0.979806
Average X value:,-0.021046, Average Y value:,0.479216, Average Z value:,0.235726, Max X values:,0.233962,-0.15803, Max Y values:,1.393823,-0.00531, Max Z values:,0.233962,-0.15803,,,0.980846
Average X value:,-0.034902, Average Y value:,0.412855, Average Z value:,0.223268, Max X values:,0.233962,-0.15803, Max Y values:,1.219984,-0.00531, Max Z values:,0.233962,-0.15803,,,0.982809
Average X value:,-0.050082, Average Y value:,0.359763, Average Z value:,0.213429, Max X values:,0.198926,-0.15803, Max Y values:,1.085821,-0.00531, Max Z values:,0.198926,-0.15803,,,0.985557
Average X value:,-0.063548, Average Y value:,0.319496, Average Z value:,0.207337, Max X values:,0.107123,-0.15803, Max Y values:,0.964231,-0.00531, Max Z values:,0.107123,-0.15803,,,0.988841
Average X value:,-0.071232, Average Y value:,0.290667, Average Z value:,0.205603, Max X values:,0.079045,-0.15803, Max Y values:,0.884881,-0.00531, Max Z values:,0.079045,-0.15803,,,0.991772
Average X value:,-0.076884, Average Y value:,0.269963, Average Z value:,0.204572, Max X values:,0.02643,-0.15803, Max Y values:,0.771226,-0.00531, Max Z values:,0.02643,-0.15803,,,0.994165
Average X value:,-0.080492, Average Y value:,0.259263, Average Z value:,0.204712, Max X values:,-0.02057,-0.15803, Max Y values:,0.624611,-0.00531, Max Z values:,-0.02057,-0.15803,,,0.99607
Average X value:,-0.080693, Average Y value:,0.26262, Average Z value:,0.207251, Max X values:,-0.024599,-0.15803, Max Y values:,0.691754,-0.00531, Max Z values:,-0.024599,-0.15803,,,0.9978
Average X value:,-0.074443, Average Y value:,0.28084, Average Z value:,0.212989, Max X values:,0.095038,-0.15803, Max Y values:,0.879753,-0.00531, Max Z values:,0.095038,-0.15803,,,0.999385
Average X value:,-0.064884, Average Y value:,0.309382, Average Z value:,0.220851, Max X values:,0.151804,-0.15803, Max Y values:,1.015138,-0.00531, Max Z values:,0.151804,-0.15803,,,1.000944
Average X value:,-0.055686, Average Y value:,0.344973, Average Z value:,0.230739, Max X values:,0.151804,-0.15803, Max Y values:,1.116828,-0.00531, Max Z values:,0.151804,-0.15803,,,1.002507
Average X value:,-0.039639, Average Y value:,0.392718, Average Z value:,0.242819, Max X values:,0.233962,-0.15803, Max Y values:,1.292498,-0.00531, Max Z values:,0.233962,-0.15803,,,1.003592
Average X value:,-0.014997, Average Y value:,0.45698, Average Z value:,0.257511, Max X values:,0.3901,-0.15803, Max Y values:,1.557773,-0.00531, Max Z values:,0.3901,-0.15803,,,1.00397
Average X value:,0.008198, Average Y value:,0.533162, Average Z value:,0.272221, Max X values:,0.3901,-0.15803, Max Y values:,1.736739,-0.00531, Max Z values:,0.3901,-0.15803,,,1.004253
Average X value:,0.031258, Average Y value:,0.622194, Average Z value:,0.286461, Max X values:,0.3901,-0.15803, Max Y values:,1.940975,-0.00531, Max Z values:,0.3901,-0.15803,,,1.005176
Average X value:,0.06016, Average Y value:,0.725673, Average Z value:,0.300751, Max X values:,0.420009,-0.148141, Max Y values:,2.192578,-0.00531, Max Z values:,0.420009,-0.148141,,,1.005701
Average X value:,0.088506, Average Y value:,0.838271, Average Z value:,0.313831, Max X values:,0.420009,-0.123726, Max Y values:,2.343588,-0.00531, Max Z values:,0.420009,-0.123726,,,1.005901
Average X value:,0.115498, Average Y value:,0.958457, Average Z value:,0.322609, Max X values:,0.420009,-0.109443, Max Y values:,2.452847,-0.00531, Max Z values:,0.420009,-0.109443,,,1.005727
Average X value:,0.140097, Average Y value:,1.082439, Average Z value:,0.32889, Max X values:,0.420009,-0.100775, Max Y values:,2.489837,-0.00531, Max Z values:,0.420009,-0.100775,,,1.005514
Average X value:,0.161863, Average Y value:,1.205371, Average Z value:,0.330806, Max X values:,0.420009,-0.073918, Max Y values:,2.489837,0.02289, Max Z values:,0.420009,-0.073918,,,1.005304
Average X value:,0.180333, Average Y value:,1.321003, Average Z value:,0.330525, Max X values:,0.420009,-0.070378, Max Y values:,2.489837,0.066593, Max Z values:,0.420009,-0.070378,,,1.00553
Average X value:,0.197583, Average Y value:,1.425923, Average Z value:,0.329256, Max X values:,0.420009,-0.070378, Max Y values:,2.489837,0.158152, Max Z values:,0.420009,-0.070378,,,1.006004
Average X value:,0.215205, Average Y value:,1.516969, Average Z value:,0.327779, Max X values:,0.420009,-0.070378, Max Y values:,2.489837,0.280474, Max Z values:,0.420009,-0.070378,,,1.006818
Average X value:,0.23478, Average Y value:,1.590185, Average Z value:,0.329097, Max X values:,0.420009,-0.046573, Max Y values:,2.489837,0.387658, Max Z values:,0.420009,-0.046573,,,1.007919
Average X value:,0.254331, Average Y value:,1.646274, Average Z value:,0.333028, Max X values:,0.420009,-0.045718, Max Y values:,2.489837,0.470793, Max Z values:,0.420009,-0.045718,,,1.008951
Average X value:,0.2739, Average Y value:,1.688384, Average Z value:,0.338357, Max X values:,0.420009,-0.045718, Max Y values:,2.489837,0.557224, Max Z values:,0.420009,-0.045718,,,1.010071
Average X value:,0.292004, Average Y value:,1.720369, Average Z value:,0.343191, Max X values:,0.420009,-0.024599, Max Y values:,2.489837,0.691754, Max Z values:,0.420009,-0.024599,,,1.011011
Average X value:,0.303284, Average Y value:,1.740701, Average Z value:,0.345632, Max X values:,0.420009,0.095038, Max Y values:,2.489837,0.879753, Max Z values:,0.420009,0.095038,,,1.011518
Average X value:,0.305426, Average Y value:,1.747323, Average Z value:,0.341787, Max X values:,0.420009,0.137398, Max Y values:,2.489837,1.012208, Max Z values:,0.420009,0.137398,,,1.011522
Average X value:,0.303241, Average Y value:,1.741183, Average Z value:,0.333217, Max X values:,0.420009,0.1081, Max Y values:,2.489837,0.892327, Max Z values:,0.420009,0.1081,,,1.011469
Average X value:,0.300501, Average Y value:,1.722627, Average Z value:,0.324293, Max X values:,0.420009,0.082586, Max Y values:,2.489837,0.745712, Max Z values:,0.420009,0.082586,,,1.011558
Average X value:,0.290966, Average Y value:,1.689397, Average Z value:,0.314619, Max X values:,0.420009,0.043277, Max Y values:,2.489837,0.627907, Max Z values:,0.420009,0.043277,,,1.011608
Average X value:,0.271294, Average Y value:,1.638656, Average Z value:,0.305616, Max X values:,0.420009,-0.003357, Max Y values:,2.489837,0.542941, Max Z values:,0.420009,-0.003357,,,1.011826
Average X value:,0.250211, Average Y value:,1.574437, Average Z value:,0.298132, Max X values:,0.420009,-0.068425, Max Y values:,2.489837,0.452359, Max Z values:,0.420009,-0.068425,,,1.012651
Average X value:,0.22878, Average Y value:,1.496167, Average Z value:,0.289935, Max X values:,0.420009,-0.096502, Max Y values:,2.489837,0.375572, Max Z values:,0.420009,-0.096502,,,1.013469
Average X value:,0.202722, Average Y value:,1.401178, Average Z value:,0.282305, Max X values:,0.418788,-0.101141, Max Y values:,2.489837,0.292804, Max Z values:,0.418788,-0.101141,,,1.015197
Average X value:,0.175969, Average Y value:,1.295648, Average Z value:,0.27542, Max X values:,0.416102,-0.116279, Max Y values:,2.489837,0.232985, Max Z values:,0.416102,-0.116279,,,1.017695
Average X value:,0.14885, Average Y value:,1.18153, Average Z value:,0.271678, Max X values:,0.382531,-0.126289, Max Y values:,2.489837,0.170482, Max Z values:,0.382531,-0.126289,,,1.019753
Average X value:,0.122682, Average Y value:,1.064353, Average Z value:,0.269768, Max X values:,0.357383,-0.140817, Max Y values:,2.453336,0.14631, Max Z values:,0.357383,-0.140817,,,1.020037
Average X value:,0.097815, Average Y value:,0.947641, Average Z value:,0.270469, Max X values:,0.357383,-0.162791, Max Y values:,2.335531,0.119087, Max Z values:,0.357383,-0.162791,,,1.019541
Average X value:,0.074663, Average Y value:,0.835866, Average Z value:,0.271892, Max X values:,0.357383,-0.167552, Max Y values:,2.164988,0.100043, Max Z values:,0.357383,-0.167552,,,1.017694
Average X value:,0.054593, Average Y value:,0.73149, Average Z value:,0.273711, Max X values:,0.357383,-0.167552, Max Y values:,1.979064,0.077458, Max Z values:,0.357383,-0.167552,,,1.01425
Average X value:,0.036581, Average Y value:,0.635518, Average Z value:,0.274858, Max X values:,0.357383,-0.167552, Max Y values:,1.744797,0.059635, Max Z values:,0.357383,-0.167552,,,1.010621
Average X value:,0.017384, Average Y value:,0.5517, Average Z value:,0.271739, Max X values:,0.357383,-0.167552, Max Y values:,1.50943,0.059635, Max Z values:,0.357383,-0.167552,,,1.007975
Average X value:,-0.003827, Average Y value:,0.481945, Average Z value:,0.264231, Max X values:,0.357383,-0.167552, Max Y values:,1.313007,0.059635, Max Z values:,0.357383,-0.167552,,,1.004125
Average X value:,-0.02632, Average Y value:,0.426595, Average Z value:,0.254282, Max X values:,0.316365,-0.167552, Max Y values:,1.196911,0.059635, Max Z values:,0.316365,-0.167552,,,0.997274
Average X value:,-0.047787, Average Y value:,0.382207, Average Z value:,0.244546, Max X values:,0.201001,-0.167552, Max Y values:,1.098395,0.059635, Max Z values:,0.201001,-0.167552,,,0.991666
Average X value:,-0.0632, Average Y value:,0.347397, Average Z value:,0.236343, Max X values:,0.137887,-0.167552, Max Y values:,1.012208,0.059635, Max Z values:,0.137887,-0.167552,,,0.987717
Average X value:,-0.072838, Average Y value:,0.323347, Average Z value:,0.232644, Max X values:,0.1081,-0.167552, Max Y values:,0.892327,0.059635, Max Z values:,0.1081,-0.167552,,,0.984304
Average X value:,-0.076305, Average Y value:,0.309199, Average Z value:,0.232918, Max X values:,0.082586,-0.167552, Max Y values:,0.745712,0.059635, Max Z values:,0.082586,-0.167552,,,0.981124
Average X value:,-0.078557, Average Y value:,0.305445, Average Z value:,0.233852, Max X values:,0.043277,-0.167552, Max Y values:,0.670634,0.059635, Max Z values:,0.043277,-0.167552,,,0.978802
Average X value:,-0.081298, Average Y value:,0.311628, Average Z value:,0.232631, Max X values:,0.03876,-0.167552, Max Y values:,0.751572,0.059635, Max Z values:,0.03876,-0.167552,,,0.977179
Average X value:,-0.076451, Average Y value:,0.333492, Average Z value:,0.231148, Max X values:,0.093573,-0.167552, Max Y values:,0.980223,0.059635, Max Z values:,0.093573,-0.167552,,,0.976996
Average X value:,-0.06663, Average Y value:,0.367179, Average Z value:,0.230446, Max X values:,0.127999,-0.167552, Max Y values:,1.126106,0.059635, Max Z values:,0.127999,-0.167552,,,0.978404
Average X value:,-0.053958, Average Y value:,0.409778, Average Z value:,0.232869, Max X values:,0.156931,-0.167552, Max Y values:,1.227553,0.059635, Max Z values:,0.156931,-0.167552,,,0.981126
Average X value:,-0.042385, Average Y value:,0.460666, Average Z value:,0.237856, Max X values:,0.156931,-0.167552, Max Y values:,1.310566,0.059635, Max Z values:,0.156931,-0.167552,,,0.984386
Average X value:,-0.02842, Average Y value:,0.520875, Average Z value:,0.242251, Max X values:,0.163035,-0.167552, Max Y values:,1.43716,0.059635, Max Z values:,0.163035,-0.167552,,,0.988014
Average X value:,-0.011481, Average Y value:,0.590557, Average Z value:,0.244803, Max X values:,0.212476,-0.167552, Max Y values:,1.564121,0.059635, Max Z values:,0.212476,-0.167552,,,0.991641
Average X value:,0.006092, Average Y value:,0.669108, Average Z value:,0.243399, Max X values:,0.212476,-0.167552, Max Y values:,1.717329,0.059635, Max Z values:,0.212476,-0.167552,,,0.995039
Average X value:,0.02817, Average Y value:,0.757572, Average Z value:,0.241171, Max X values:,0.278765,-0.167552, Max Y values:,1.88836,0.059635, Max Z values:,0.278765,-0.167552,,,0.997681
Average X value:,0.051792, Average Y value:,0.853519, Average Z value:,0.240975, Max X values:,0.304889,-0.119941, Max Y values:,2.018983,0.059635, Max Z values:,0.304889,-0.119941,,,1.000015
Average X value:,0.074297, Average Y value:,0.956137, Average Z value:,0.241976, Max X values:,0.330159,-0.112983, Max Y values:,2.12983,0.059635, Max Z values:,0.330159,-0.112983,,,1.002117
Average X value:,0.094476, Average Y value:,1.066087, Average Z value:,0.243331, Max X values:,0.330159,-0.112983, Max Y values:,2.258622,0.068425, Max Z values:,0.330159,-0.112983,,,1.004221
Average X value:,0.112482, Average Y value:,1.177947, Average Z value:,0.242642, Max X values:,0.330159,-0.112983, Max Y values:,2.305622,0.114326, Max Z values:,0.330159,-0.112983,,,1.006416
Average X value:,0.130666, Average Y value:,1.287817, Average Z value:,0.241891, Max X values:,0.330159,-0.112983, Max Y values:,2.311726,0.206006, Max Z values:,0.330159,-0.112983,,,1.007603
Average X value:,0.14874, Average Y value:,1.390087, Average Z value:,0.240566, Max X values:,0.330159,-0.112983, Max Y values:,2.311726,0.309162, Max Z values:,0.330159,-0.112983,,,1.008582
Average X value:,0.167198, Average Y value:,1.480315, Average Z value:,0.238821, Max X values:,0.330159,-0.107245, Max Y values:,2.311726,0.402185, Max Z values:,0.330159,-0.107245,,,1.009869
Average X value:,0.186596, Average Y value:,1.557022, Average Z value:,0.23962, Max X values:,0.330159,-0.054874, Max Y values:,2.311726,0.531221, Max Z values:,0.330159,-0.054874,,,1.011295
Average X value:,0.204218, Average Y value:,1.616554, Average Z value:,0.242746, Max X values:,0.330159,-0.011536, Max Y values:,2.311726,0.609351, Max Z values:,0.330159,-0.011536,,,1.012626
Average X value:,0.217311, Average Y value:,1.662406, Average Z value:,0.245675, Max X values:,0.330159,-0.011536, Max Y values:,2.311726,0.670634, Max Z values:,0.330159,-0.011536,,,1.013994
Average X value:,0.227486, Average Y value:,1.696228, Average Z value:,0.245938, Max X values:,0.330159,-0.011536, Max Y values:,2.311726,0.751572, Max Z values:,0.330159,-0.011536,,,1.015168
Average X value:,0.237075, Average Y value:,1.719459, Average Z value:,0.244613, Max X values:,0.330159,0.093573, Max Y values:,2.311726,0.980223, Max Z values:,0.330159,0.093573,,,1.016194
Average X value:,0.240939, Average Y value:,1.723274, Average Z value:,0.239639, Max X values:,0.330159,0.127999, Max Y values:,2.311726,1.056522, Max Z values:,0.330159,0.127999,,,1.016948
Average X value:,0.24302, Average Y value:,1.710621, Average Z value:,0.232576, Max X values:,0.330159,0.130318, Max Y values:,2.311726,0.873039, Max Z values:,0.330159,0.130318,,,1.017471
Average X value:,0.243972, Average Y value:,1.685137, Average Z value:,0.225398, Max X values:,0.330159,0.130318, Max Y values:,2.311726,0.717878, Max Z values:,0.330159,0.130318,,,1.017709
Average X value:,0.245981, Average Y value:,1.649313, Average Z value:,0.218336, Max X values:,0.330159,0.163035, Max Y values:,2.311726,0.594091, Max Z values:,0.330159,0.163035,,,1.017567
Average X value:,0.239761, Average Y value:,1.60174, Average Z value:,0.21598, Max X values:,0.330159,0.038638, Max Y values:,2.311726,0.485686, Max Z values:,0.330159,0.038638,,,1.017652
Average X value:,0.226485, Average Y value:,1.545199, Average Z value:,0.215418, Max X values:,0.330159,-0.053043, Max Y values:,2.311726,0.433315, Max Z values:,0.330159,-0.053043,,,1.017702
Average X value:,0.213471, Average Y value:,1.480327, Average Z value:,0.217164, Max X values:,0.330159,-0.053043, Max Y values:,2.311726,0.419886, Max Z values:,0.330159,-0.053043,,,1.017335
Average X value:,0.196411, Average Y value:,1.402557, Average Z value:,0.218043, Max X values:,0.330159,-0.062443, Max Y values:,2.311726,0.332967, Max Z values:,0.330159,-0.062443,,,1.016542
Average X value:,0.177892, Average Y value:,1.313227, Average Z value:,0.216401, Max X values:,0.330159,-0.065495, Max Y values:,2.311726,0.232375, Max Z values:,0.330159,-0.065495,,,1.015656
Average X value:,0.157273, Average Y value:,1.215522, Average Z value:,0.215632, Max X values:,0.326131,-0.082219, Max Y values:,2.311726,0.175731, Max Z values:,0.326131,-0.082219,,,1.014697
Average X value:,0.13442, Average Y value:,1.109321, Average Z value:,0.216426, Max X values:,0.300617,-0.130928, Max Y values:,2.311726,0.134591, Max Z values:,0.300617,-0.130928,,,1.0132
Average X value:,0.110969, Average Y value:,0.99931, Average Z value:,0.220271, Max X values:,0.300617,-0.171702, Max Y values:,2.311726,0.105414, Max Z values:,0.300617,-0.171702,,,1.0113
Average X value:,0.087426, Average Y value:,0.887652, Average Z value:,0.225484, Max X values:,0.300617,-0.186962, Max Y values:,2.251419,0.078557, Max Z values:,0.300617,-0.186962,,,1.009819
Average X value:,0.064604, Average Y value:,0.778874, Average Z value:,0.231795, Max X values:,0.300617,-0.18745, Max Y values:,2.113715,0.075871, Max Z values:,0.300617,-0.18745,,,1.007629
Average X value:,0.042929, Average Y value:,0.677727, Average Z value:,0.237557, Max X values:,0.300617,-0.18745, Max Y values:,1.936337,0.075871, Max Z values:,0.300617,-0.18745,,,1.005093
Average X value:,0.023006, Average Y value:,0.586761, Average Z value:,0.239413, Max X values:,0.300617,-0.18745, Max Y values:,1.721846,0.075871, Max Z values:,0.300617,-0.18745,,,1.003386
Average X value:,0.003101, Average Y value:,0.507978, Average Z value:,0.236916, Max X values:,0.300617,-0.18745, Max Y values:,1.526399,0.075871, Max Z values:,0.300617,-0.18745,,,1.002013
Average X value:,-0.016609, Average Y value:,0.442092, Average Z value:,0.233046, Max X values:,0.241042,-0.18745, Max Y values:,1.347067,0.075871, Max Z values:,0.241042,-0.18745,,,1.000356
Average X value:,-0.032967, Average Y value:,0.389245, Average Z value:,0.230428, Max X values:,0.180248,-0.18745, Max Y values:,1.2162,0.075871, Max Z values:,0.180248,-0.18745,,,0.998636
Average X value:,-0.044815, Average Y value:,0.348135, Average Z value:,0.231752, Max X values:,0.175975,-0.18745, Max Y values:,1.056522,0.075871, Max Z values:,0.175975,-0.18745,,,0.997854
Average X value:,-0.053598, Average Y value:,0.31985, Average Z value:,0.237875, Max X values:,0.175975,-0.18745, Max Y values:,0.873039,0.075871, Max Z values:,0.175975,-0.18745,,,0.996939
Average X value:,-0.059977, Average Y value:,0.304102, Average Z value:,0.246548, Max X values:,0.175975,-0.18745, Max Y values:,0.717878,0.075871, Max Z values:,0.175975,-0.18745,,,0.995985
Average X value:,-0.066514, Average Y value:,0.299561, Average Z value:,0.254856, Max X values:,0.170482,-0.18745, Max Y values:,0.627052,0.075871, Max Z values:,0.170482,-0.18745,,,0.995
Average X value:,-0.071025, Average Y value:,0.310474, Average Z value:,0.263841, Max X values:,0.080266,-0.18745, Max Y values:,0.812366,0.075871, Max Z values:,0.080266,-0.18745,,,0.995094
Average X value:,-0.062907, Average Y value:,0.336159, Average Z value:,0.27191, Max X values:,0.201001,-0.18745, Max Y values:,0.99939,0.075871, Max Z values:,0.201001,-0.18745,,,0.996115
Average X value:,-0.049161, Average Y value:,0.375407, Average Z value:,0.281499, Max X values:,0.221876,-0.18745, Max Y values:,1.218275,0.075871, Max Z values:,0.221876,-0.18745,,,0.997342
Average X value:,-0.037289, Average Y value:,0.422084, Average Z value:,0.290124, Max X values:,0.221876,-0.18745, Max Y values:,1.353415,0.075871, Max Z values:,0.221876,-0.18745,,,0.998389
Average X value:,-0.026192, Average Y value:,0.479497, Average Z value:,0.298486, Max X values:,0.221876,-0.18745, Max Y values:,1.48123,0.075871, Max Z values:,0.221876,-0.18745,,,0.999589
Average X value:,-0.008435, Average Y value:,0.553293, Average Z value:,0.306604, Max X values:,0.289629,-0.18745, Max Y values:,1.708295,0.075871, Max Z values:,0.289629,-0.18745,,,1.001211
Average X value:,0.013423, Average Y value:,0.638338, Average Z value:,0.312495, Max X values:,0.354941,-0.18745, Max Y values:,1.87664,0.075871, Max Z values:,0.354941,-0.18745,,,1.002715
Average X value:,0.038662, Average Y value:,0.731325, Average Z value:,0.316316, Max X values:,0.373863,-0.18745, Max Y values:,1.994323,0.075871, Max Z values:,0.373863,-0.18745,,,1.003821
Average X value:,0.067967, Average Y value:,0.832204, Average Z value:,0.319545, Max X values:,0.414393,-0.18745, Max Y values:,2.122993,0.075871, Max Z values:,0.414393,-0.18745,,,1.004782
Average X value:,0.099255, Average Y value:,0.939297, Average Z value:,0.321583, Max X values:,0.438809,-0.18745, Max Y values:,2.220411,0.075871, Max Z values:,0.438809,-0.18745,,,1.005507
Average X value:,0.127858, Average Y value:,1.050497, Average Z value:,0.322322, Max X values:,0.438809,-0.177318, Max Y values:,2.299884,0.090765, Max Z values:,0.438809,-0.177318,,,1.006243
Average X value:,0.155277, Average Y value:,1.162449, Average Z value:,0.320021, Max X values:,0.438809,-0.117744, Max Y values:,2.329793,0.117012, Max Z values:,0.438809,-0.117744,,,1.006702
Average X value:,0.179796, Average Y value:,1.271122, Average Z value:,0.314631, Max X values:,0.438809,-0.100531, Max Y values:,2.329793,0.146188, Max Z values:,0.438809,-0.100531,,,1.007181
Average X value:,0.203351, Average Y value:,1.372184, Average Z value:,0.309125, Max X values:,0.438809,-0.093573, Max Y values:,2.329793,0.208692, Max Z values:,0.438809,-0.093573,,,1.00741
Average X value:,0.226363, Average Y value:,1.459421, Average Z value:,0.304871, Max X values:,0.438809,-0.086126, Max Y values:,2.329793,0.290118, Max Z values:,0.438809,-0.086126,,,1.006879
Average X value:,0.249704, Average Y value:,1.533474, Average Z value:,0.304395, Max X values:,0.438809,-0.056705, Max Y values:,2.329793,0.394006, Max Z values:,0.438809,-0.056705,,,1.006329
Average X value:,0.270781, Average Y value:,1.593896, Average Z value:,0.305512, Max X values:,0.438809,-0.004822, Max Y values:,2.329793,0.490814, Max Z values:,0.438809,-0.004822,,,1.006333
Average X value:,0.288555, Average Y value:,1.64277, Average Z value:,0.30589, Max X values:,0.438809,0.042056, Max Y values:,2.329793,0.558079, Max Z values:,0.438809,0.042056,,,1.007046
Average X value:,0.303327, Average Y value:,1.681768, Average Z value:,0.303345, Max X values:,0.438809,0.04523, Max Y values:,2.329793,0.627052, Max Z values:,0.438809,0.04523,,,1.007587
Average X value:,0.317463, Average Y value:,1.712, Average Z value:,0.296039, Max X values:,0.438809,0.080266, Max Y values:,2.329793,0.812366, Max Z values:,0.438809,0.080266,,,1.007509
Average X value:,0.327364, Average Y value:,1.728462, Average Z value:,0.285723, Max X values:,0.438809,0.159495, Max Y values:,2.329793,0.99939, Max Z values:,0.438809,0.159495,,,1.007853
Average X value:,0.329329, Average Y value:,1.729866, Average Z value:,0.274467, Max X values:,0.438809,0.159495, Max Y values:,2.329793,1.027467, Max Z values:,0.438809,0.159495,,,1.008395
Average X value:,0.329726, Average Y value:,1.717951, Average Z value:,0.264884, Max X values:,0.438809,0.159495, Max Y values:,2.329793,0.979979, Max Z values:,0.438809,0.159495,,,1.00874
Average X value:,0.32831, Average Y value:,1.692913, Average Z value:,0.260465, Max X values:,0.438809,0.159495, Max Y values:,2.329793,0.852652, Max Z values:,0.438809,0.159495,,,1.008902
Average X value:,0.324373, Average Y value:,1.654196, Average Z value:,0.259513, Max X values:,0.438809,0.080754, Max Y values:,2.329793,0.706891, Max Z values:,0.438809,0.080754,,,1.009094
Average X value:,0.312873, Average Y value:,1.597516, Average Z value:,0.260282, Max X values:,0.438809,0.059635, Max Y values:,2.329793,0.574681, Max Z values:,0.438809,0.059635,,,1.00871
Average X value:,0.296637, Average Y value:,1.526497, Average Z value:,0.259586, Max X values:,0.438809,0.030214, Max Y values:,2.329793,0.456266, Max Z values:,0.438809,0.030214,,,1.007787
Average X value:,0.276323, Average Y value:,1.447055, Average Z value:,0.258133, Max X values:,0.438809,-0.032412, Max Y values:,2.329793,0.405481, Max Z values:,0.438809,-0.032412,,,1.006231
Average X value:,0.249393, Average Y value:,1.357462, Average Z value:,0.253244, Max X values:,0.438809,-0.124214, Max Y values:,2.329793,0.331136, Max Z values:,0.438809,-0.124214,,,1.004109
Average X value:,0.218489, Average Y value:,1.260483, Average Z value:,0.248373, Max X values:,0.384606,-0.179271, Max Y values:,2.329793,0.28084, Max Z values:,0.384606,-0.179271,,,1.001933
Average X value:,0.19038, Average Y value:,1.154148, Average Z value:,0.243594, Max X values:,0.3807,-0.179271, Max Y values:,2.329793,0.173167, Max Z values:,0.3807,-0.179271,,,0.99964
Average X value:,0.163529, Average Y value:,1.040438, Average Z value:,0.24252, Max X values:,0.3807,-0.179271, Max Y values:,2.290484,0.055606, Max Z values:,0.3807,-0.179271,,,0.997566
Average X value:,0.136776, Average Y value:,0.925203, Average Z value:,0.246219, Max X values:,0.3807,-0.179271, Max Y values:,2.16743,-0.014222, Max Z values:,0.3807,-0.179271,,,0.995923
