You entered a buffer length of 100,x_100,y,y_100_long,,z_100_long,,,,,,,,,,,x_20
Average X value:,-0.001235, Average Y value:,0.984903, Average Z value:,0.215133, Max X values:,0.00177,-0.004212, Max Y values:,0.99121,0.979979, Max Z values:,0.00177,-0.004212,,-0.000983
Average X value:,-0.001233, Average Y value:,0.984971, Average Z value:,0.215141, Max X values:,0.00177,-0.004212, Max Y values:,0.99121,0.979979, Max Z values:,0.00177,-0.004212,,-0.000959
Average X value:,-0.001215, Average Y value:,0.985008, Average Z value:,0.215168, Max X values:,0.00177,-0.004212, Max Y values:,0.99121,0.979979, Max Z values:,0.00177,-0.004212,,-0.000898
Average X value:,-0.001233, Average Y value:,0.984896, Average Z value:,0.215168, Max X values:,0.00177,-0.004212, Max Y values:,0.99121,0.974242, Max Z values:,0.00177,-0.004212,,-0.000946
Average X value:,-0.001255, Average Y value:,0.9849, Average Z value:,0.215206, Max X values:,0.00177,-0.004212, Max Y values:,0.99121,0.974242, Max Z values:,0.00177,-0.004212,,-0.000873
Average X value:,-0.00126, Average Y value:,0.985003, Average Z value:,0.21523, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.000769
Average X value:,-0.001271, Average Y value:,0.984925, Average Z value:,0.215223, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.000782
Average X value:,-0.001295, Average Y value:,0.984855, Average Z value:,0.215226, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.000916
Average X value:,-0.001299, Average Y value:,0.984866, Average Z value:,0.215219, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.000788
Average X value:,-0.001311, Average Y value:,0.984905, Average Z value:,0.215228, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.0008
Average X value:,-0.001303, Average Y value:,0.984903, Average Z value:,0.21523, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.000867
Average X value:,-0.001293, Average Y value:,0.984868, Average Z value:,0.21524, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.000843
Average X value:,-0.001273, Average Y value:,0.984876, Average Z value:,0.215245, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.000977
Average X value:,-0.001282, Average Y value:,0.984894, Average Z value:,0.215226, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001068
Average X value:,-0.001254, Average Y value:,0.984888, Average Z value:,0.215234, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001135
Average X value:,-0.001248, Average Y value:,0.984888, Average Z value:,0.215212, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001062
Average X value:,-0.001245, Average Y value:,0.984895, Average Z value:,0.215208, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001093
Average X value:,-0.001233, Average Y value:,0.984901, Average Z value:,0.215241, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001032
Average X value:,-0.001223, Average Y value:,0.984931, Average Z value:,0.215265, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001142
Average X value:,-0.001218, Average Y value:,0.984922, Average Z value:,0.215252, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.00116
Average X value:,-0.001194, Average Y value:,0.984934, Average Z value:,0.215238, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001312
Average X value:,-0.001196, Average Y value:,0.984949, Average Z value:,0.21525, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.00127
Average X value:,-0.001177, Average Y value:,0.98495, Average Z value:,0.215267, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001282
Average X value:,-0.001168, Average Y value:,0.984959, Average Z value:,0.215255, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001288
Average X value:,-0.00115, Average Y value:,0.984949, Average Z value:,0.215257, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001349
Average X value:,-0.001134, Average Y value:,0.984954, Average Z value:,0.215252, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001282
Average X value:,-0.001146, Average Y value:,0.984927, Average Z value:,0.215243, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001209
Average X value:,-0.00117, Average Y value:,0.984922, Average Z value:,0.215245, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001129
Average X value:,-0.001146, Average Y value:,0.984921, Average Z value:,0.215244, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001209
Average X value:,-0.001173, Average Y value:,0.984928, Average Z value:,0.215263, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001203
Average X value:,-0.001194, Average Y value:,0.984928, Average Z value:,0.215287, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001227
Average X value:,-0.001196, Average Y value:,0.984923, Average Z value:,0.215306, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001239
Average X value:,-0.00119, Average Y value:,0.984914, Average Z value:,0.215322, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.00119
Average X value:,-0.001171, Average Y value:,0.984916, Average Z value:,0.215339, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001123
Average X value:,-0.001151, Average Y value:,0.984901, Average Z value:,0.215353, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001111
Average X value:,-0.00114, Average Y value:,0.984904, Average Z value:,0.215387, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001081
Average X value:,-0.001144, Average Y value:,0.984905, Average Z value:,0.215373, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001026
Average X value:,-0.001143, Average Y value:,0.984918, Average Z value:,0.215393, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.000934
Average X value:,-0.001135, Average Y value:,0.984916, Average Z value:,0.215393, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.000879
Average X value:,-0.001161, Average Y value:,0.9849, Average Z value:,0.215395, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.000855
Average X value:,-0.001181, Average Y value:,0.984926, Average Z value:,0.21542, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.000824
Average X value:,-0.001187, Average Y value:,0.984917, Average Z value:,0.215403, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.000971
Average X value:,-0.001194, Average Y value:,0.984916, Average Z value:,0.215411, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.000983
Average X value:,-0.001179, Average Y value:,0.98492, Average Z value:,0.215371, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001038
Average X value:,-0.001188, Average Y value:,0.984911, Average Z value:,0.215367, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.000983
Average X value:,-0.001189, Average Y value:,0.984943, Average Z value:,0.21537, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001141
Average X value:,-0.00121, Average Y value:,0.984929, Average Z value:,0.215394, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001166
Average X value:,-0.001244, Average Y value:,0.984945, Average Z value:,0.215387, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001263
Average X value:,-0.001226, Average Y value:,0.984969, Average Z value:,0.215407, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.001215
Average X value:,-0.001218, Average Y value:,0.984975, Average Z value:,0.215394, Max X values:,0.00177,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.00177,-0.004212,,-0.00116
Average X value:,-0.001188, Average Y value:,0.984947, Average Z value:,0.215392, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.001019
Average X value:,-0.001178, Average Y value:,0.984933, Average Z value:,0.215378, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.00094
Average X value:,-0.001174, Average Y value:,0.984921, Average Z value:,0.215381, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.000946
Average X value:,-0.001171, Average Y value:,0.984938, Average Z value:,0.215349, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.001001
Average X value:,-0.00115, Average Y value:,0.984945, Average Z value:,0.215349, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.001093
Average X value:,-0.001143, Average Y value:,0.984943, Average Z value:,0.21535, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.001117
Average X value:,-0.001133, Average Y value:,0.984921, Average Z value:,0.215372, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.001178
Average X value:,-0.001115, Average Y value:,0.984903, Average Z value:,0.215376, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.001373
Average X value:,-0.00116, Average Y value:,0.984883, Average Z value:,0.215381, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.001209
Average X value:,-0.001155, Average Y value:,0.98487, Average Z value:,0.215406, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.001227
Average X value:,-0.001145, Average Y value:,0.984866, Average Z value:,0.215385, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.001209
Average X value:,-0.001134, Average Y value:,0.984875, Average Z value:,0.215363, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.001007
Average X value:,-0.001113, Average Y value:,0.984877, Average Z value:,0.215355, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.000885
Average X value:,-0.00112, Average Y value:,0.98487, Average Z value:,0.215373, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.000812
Average X value:,-0.001118, Average Y value:,0.984862, Average Z value:,0.215367, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.000836
Average X value:,-0.001135, Average Y value:,0.984866, Average Z value:,0.215378, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.000714
Average X value:,-0.001151, Average Y value:,0.984877, Average Z value:,0.215385, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.0008
Average X value:,-0.001155, Average Y value:,0.98484, Average Z value:,0.215384, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.00072
Average X value:,-0.001149, Average Y value:,0.984843, Average Z value:,0.215394, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.000665
Average X value:,-0.001149, Average Y value:,0.984888, Average Z value:,0.215394, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.000781
Average X value:,-0.001149, Average Y value:,0.984931, Average Z value:,0.215392, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.000812
Average X value:,-0.001144, Average Y value:,0.984932, Average Z value:,0.215403, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.000928
Average X value:,-0.001144, Average Y value:,0.984932, Average Z value:,0.2154, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.00097
Average X value:,-0.001146, Average Y value:,0.984949, Average Z value:,0.215395, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.000952
Average X value:,-0.001146, Average Y value:,0.984927, Average Z value:,0.215379, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.000763
Average X value:,-0.001149, Average Y value:,0.984917, Average Z value:,0.215393, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.000775
Average X value:,-0.001174, Average Y value:,0.984933, Average Z value:,0.21541, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.000745
Average X value:,-0.001193, Average Y value:,0.984901, Average Z value:,0.215414, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.000726
Average X value:,-0.001163, Average Y value:,0.984916, Average Z value:,0.215409, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.000684
Average X value:,-0.001181, Average Y value:,0.984917, Average Z value:,0.215425, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.000671
Average X value:,-0.0012, Average Y value:,0.984933, Average Z value:,0.215411, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.000623
Average X value:,-0.001217, Average Y value:,0.984962, Average Z value:,0.215409, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.000684
Average X value:,-0.001211, Average Y value:,0.984934, Average Z value:,0.215412, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.000745
Average X value:,-0.001206, Average Y value:,0.98494, Average Z value:,0.215453, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.000781
Average X value:,-0.001198, Average Y value:,0.984928, Average Z value:,0.215488, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.000787
Average X value:,-0.001232, Average Y value:,0.98496, Average Z value:,0.215499, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.000854
Average X value:,-0.001238, Average Y value:,0.98495, Average Z value:,0.215466, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.000922
Average X value:,-0.001245, Average Y value:,0.984947, Average Z value:,0.215471, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.000897
Average X value:,-0.001195, Average Y value:,0.984925, Average Z value:,0.215468, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.001111
Average X value:,-0.001188, Average Y value:,0.984901, Average Z value:,0.215471, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.00105
Average X value:,-0.001189, Average Y value:,0.984894, Average Z value:,0.215482, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.001129
Average X value:,-0.001205, Average Y value:,0.984871, Average Z value:,0.215479, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.001117
Average X value:,-0.001177, Average Y value:,0.984849, Average Z value:,0.215476, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.001105
Average X value:,-0.001181, Average Y value:,0.984851, Average Z value:,0.215466, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.000995
Average X value:,-0.001189, Average Y value:,0.984854, Average Z value:,0.215466, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.001013
Average X value:,-0.001179, Average Y value:,0.984846, Average Z value:,0.215472, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.001123
Average X value:,-0.001215, Average Y value:,0.984845, Average Z value:,0.215478, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.001062
Average X value:,-0.001211, Average Y value:,0.984859, Average Z value:,0.215501, Max X values:,0.002258,-0.004212, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.004212,,-0.001007
Average X value:,-0.001172, Average Y value:,0.984915, Average Z value:,0.215511, Max X values:,0.002258,-0.003845, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.003845,,-0.001154
Average X value:,-0.001162, Average Y value:,0.984928, Average Z value:,0.215492, Max X values:,0.002258,-0.003845, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.003845,,-0.001184
Average X value:,-0.00116, Average Y value:,0.98487, Average Z value:,0.21549, Max X values:,0.002258,-0.003845, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.003845,,-0.001288
Average X value:,-0.001145, Average Y value:,0.984814, Average Z value:,0.215495, Max X values:,0.002258,-0.003845, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.003845,,-0.001282
Average X value:,-0.001152, Average Y value:,0.98476, Average Z value:,0.215488, Max X values:,0.002258,-0.003845, Max Y values:,0.995483,0.974242, Max Z values:,0.002258,-0.003845,,-0.001373
Average X value:,-0.001133, Average Y value:,0.984866, Average Z value:,0.215508, Max X values:,0.002258,-0.003845, Max Y values:,0.995483,0.97827, Max Z values:,0.002258,-0.003845,,-0.001325
Average X value:,-0.001108, Average Y value:,0.984853, Average Z value:,0.215478, Max X values:,0.002258,-0.003845, Max Y values:,0.995483,0.97827, Max Z values:,0.002258,-0.003845,,-0.001251
Average X value:,-0.001117, Average Y value:,0.984765, Average Z value:,0.215448, Max X values:,0.002258,-0.003845, Max Y values:,0.988891,0.97827, Max Z values:,0.002258,-0.003845,,-0.001294
Average X value:,-0.001118, Average Y value:,0.984842, Average Z value:,0.215478, Max X values:,0.002258,-0.003845, Max Y values:,0.988891,0.979003, Max Z values:,0.002258,-0.003845,,-0.00116
Average X value:,-0.00109, Average Y value:,0.984906, Average Z value:,0.215488, Max X values:,0.002258,-0.003845, Max Y values:,0.988891,0.981566, Max Z values:,0.002258,-0.003845,,-0.001202
Average X value:,-0.001082, Average Y value:,0.984893, Average Z value:,0.215503, Max X values:,0.002258,-0.003845, Max Y values:,0.988891,0.981566, Max Z values:,0.002258,-0.003845,,-0.001068
Average X value:,-0.001088, Average Y value:,0.984854, Average Z value:,0.215478, Max X values:,0.002258,-0.003845, Max Y values:,0.988891,0.981566, Max Z values:,0.002258,-0.003845,,-0.001172
Average X value:,-0.001088, Average Y value:,0.984872, Average Z value:,0.215486, Max X values:,0.002258,-0.003845, Max Y values:,0.988891,0.981566, Max Z values:,0.002258,-0.003845,,-0.001111
Average X value:,-0.001097, Average Y value:,0.9849, Average Z value:,0.215499, Max X values:,0.002258,-0.003845, Max Y values:,0.988891,0.981566, Max Z values:,0.002258,-0.003845,,-0.001074
Average X value:,-0.001121, Average Y value:,0.984897, Average Z value:,0.215532, Max X values:,0.002258,-0.003845, Max Y values:,0.988891,0.981566, Max Z values:,0.002258,-0.003845,,-0.001025
Average X value:,-0.001113, Average Y value:,0.984873, Average Z value:,0.215532, Max X values:,0.002258,-0.003845, Max Y values:,0.988891,0.981566, Max Z values:,0.002258,-0.003845,,-0.001117
Average X value:,-0.001143, Average Y value:,0.98489, Average Z value:,0.215533, Max X values:,0.002258,-0.003845, Max Y values:,0.988891,0.981566, Max Z values:,0.002258,-0.003845,,-0.00116
Average X value:,-0.001126, Average Y value:,0.984901, Average Z value:,0.215554, Max X values:,0.002258,-0.003845, Max Y values:,0.988891,0.981566, Max Z values:,0.002258,-0.003845,,-0.000958
Average X value:,-0.001156, Average Y value:,0.984883, Average Z value:,0.215555, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.981566, Max Z values:,0.002258,-0.00409,,-0.001074
Average X value:,-0.001174, Average Y value:,0.984875, Average Z value:,0.215527, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.981566, Max Z values:,0.002258,-0.00409,,-0.001135
Average X value:,-0.001178, Average Y value:,0.984853, Average Z value:,0.215514, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.981566, Max Z values:,0.002258,-0.00409,,-0.001093
Average X value:,-0.001172, Average Y value:,0.984857, Average Z value:,0.215504, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.981566, Max Z values:,0.002258,-0.00409,,-0.00105
Average X value:,-0.001199, Average Y value:,0.984844, Average Z value:,0.215508, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.981566, Max Z values:,0.002258,-0.00409,,-0.001074
Average X value:,-0.001207, Average Y value:,0.984822, Average Z value:,0.21551, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.981566, Max Z values:,0.002258,-0.00409,,-0.001093
Average X value:,-0.00121, Average Y value:,0.984832, Average Z value:,0.215523, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.981566, Max Z values:,0.002258,-0.00409,,-0.000995
Average X value:,-0.001191, Average Y value:,0.984844, Average Z value:,0.215558, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.981566, Max Z values:,0.002258,-0.00409,,-0.001074
Average X value:,-0.001207, Average Y value:,0.984855, Average Z value:,0.215555, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.981566, Max Z values:,0.002258,-0.00409,,-0.001129
Average X value:,-0.001216, Average Y value:,0.984876, Average Z value:,0.215545, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.981566, Max Z values:,0.002258,-0.00409,,-0.001154
Average X value:,-0.001204, Average Y value:,0.984903, Average Z value:,0.215569, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.982055, Max Z values:,0.002258,-0.00409,,-0.001093
Average X value:,-0.001191, Average Y value:,0.9849, Average Z value:,0.215586, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.982055, Max Z values:,0.002258,-0.00409,,-0.001044
Average X value:,-0.001198, Average Y value:,0.984906, Average Z value:,0.215573, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.982055, Max Z values:,0.002258,-0.00409,,-0.001032
Average X value:,-0.00118, Average Y value:,0.9849, Average Z value:,0.215572, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.982055, Max Z values:,0.002258,-0.00409,,-0.000965
Average X value:,-0.001162, Average Y value:,0.984893, Average Z value:,0.215538, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.982055, Max Z values:,0.002258,-0.00409,,-0.000983
Average X value:,-0.001155, Average Y value:,0.984893, Average Z value:,0.215525, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.982055, Max Z values:,0.002258,-0.00409,,-0.001013
Average X value:,-0.001156, Average Y value:,0.984894, Average Z value:,0.21552, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.982055, Max Z values:,0.002258,-0.00409,,-0.001062
Average X value:,-0.001161, Average Y value:,0.984883, Average Z value:,0.215519, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.982055, Max Z values:,0.002258,-0.00409,,-0.00108
Average X value:,-0.001193, Average Y value:,0.984882, Average Z value:,0.215504, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.982055, Max Z values:,0.002258,-0.00409,,-0.001007
Average X value:,-0.00118, Average Y value:,0.984884, Average Z value:,0.215483, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.982055, Max Z values:,0.002258,-0.00409,,-0.001062
Average X value:,-0.001189, Average Y value:,0.9849, Average Z value:,0.215492, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.982055, Max Z values:,0.002258,-0.00409,,-0.001038
Average X value:,-0.001191, Average Y value:,0.98489, Average Z value:,0.215489, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.982055, Max Z values:,0.002258,-0.00409,,-0.000946
Average X value:,-0.001195, Average Y value:,0.984877, Average Z value:,0.215477, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.982055, Max Z values:,0.002258,-0.00409,,-0.001007
Average X value:,-0.001173, Average Y value:,0.984901, Average Z value:,0.215498, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.982055, Max Z values:,0.002258,-0.00409,,-0.000989
Average X value:,-0.00114, Average Y value:,0.984876, Average Z value:,0.215486, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.982055, Max Z values:,0.002258,-0.00409,,-0.000983
Average X value:,-0.00116, Average Y value:,0.984882, Average Z value:,0.215492, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.982055, Max Z values:,0.002258,-0.00409,,-0.00108
Average X value:,-0.001159, Average Y value:,0.984872, Average Z value:,0.215462, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.982055, Max Z values:,0.002258,-0.00409,,-0.001099
Average X value:,-0.001159, Average Y value:,0.984886, Average Z value:,0.215475, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.982055, Max Z values:,0.002258,-0.00409,,-0.000995
Average X value:,-0.001144, Average Y value:,0.984884, Average Z value:,0.215464, Max X values:,0.002258,-0.00409, Max Y values:,0.988891,0.982055, Max Z values:,0.002258,-0.00409,,-0.000977
Average X value:,-0.001121, Average Y value:,0.984836, Average Z value:,0.215453, Max X values:,0.002258,-0.00409, Max Y values:,0.988525,0.982055, Max Z values:,0.002258,-0.00409,,-0.000885
