You entered a buffer length of 20,x,,y_20_static,,z_20_static,,,,,,,,,
Average X value:,-0.000903, Average Y value:,0.984734, Average Z value:,0.215455, Max X values:,0.000427,-0.002991, Max Y values:,0.987426,0.982665, Max Z values:,0.000427,-0.002991
Average X value:,-0.000891, Average Y value:,0.984777, Average Z value:,0.215394, Max X values:,0.000427,-0.002991, Max Y values:,0.987426,0.982665, Max Z values:,0.000427,-0.002991
Average X value:,-0.000897, Average Y value:,0.984649, Average Z value:,0.215333, Max X values:,0.000427,-0.002991, Max Y values:,0.986205,0.982665, Max Z values:,0.000427,-0.002991
Average X value:,-0.000934, Average Y value:,0.984612, Average Z value:,0.215339, Max X values:,0.000427,-0.002991, Max Y values:,0.986205,0.982665, Max Z values:,0.000427,-0.002991
Average X value:,-0.00091, Average Y value:,0.984734, Average Z value:,0.215412, Max X values:,0.000427,-0.002991, Max Y values:,0.986205,0.982665, Max Z values:,0.000427,-0.002991
Average X value:,-0.000891, Average Y value:,0.984759, Average Z value:,0.215492, Max X values:,0.000427,-0.002991, Max Y values:,0.986205,0.982665, Max Z values:,0.000427,-0.002991
Average X value:,-0.000861, Average Y value:,0.984771, Average Z value:,0.215528, Max X values:,0.000427,-0.002991, Max Y values:,0.986205,0.982665, Max Z values:,0.000427,-0.002991
Average X value:,-0.000897, Average Y value:,0.984752, Average Z value:,0.215522, Max X values:,0.000427,-0.002991, Max Y values:,0.986205,0.982665, Max Z values:,0.000427,-0.002991
Average X value:,-0.001007, Average Y value:,0.984868, Average Z value:,0.215516, Max X values:,0.000427,-0.002991, Max Y values:,0.986205,0.982665, Max Z values:,0.000427,-0.002991
Average X value:,-0.001013, Average Y value:,0.984923, Average Z value:,0.215467, Max X values:,0.000427,-0.002991, Max Y values:,0.986205,0.982665, Max Z values:,0.000427,-0.002991
Average X value:,-0.000983, Average Y value:,0.984899, Average Z value:,0.215394, Max X values:,0.000427,-0.002991, Max Y values:,0.986205,0.982665, Max Z values:,0.000427,-0.002991
Average X value:,-0.001001, Average Y value:,0.984771, Average Z value:,0.215296, Max X values:,0.000427,-0.002991, Max Y values:,0.986205,0.982665, Max Z values:,0.000427,-0.002991
Average X value:,-0.00108, Average Y value:,0.984832, Average Z value:,0.215363, Max X values:,0.000427,-0.002991, Max Y values:,0.986205,0.982665, Max Z values:,0.000427,-0.002991
Average X value:,-0.001129, Average Y value:,0.984826, Average Z value:,0.215345, Max X values:,0.000427,-0.002991, Max Y values:,0.986083,0.982665, Max Z values:,0.000427,-0.002991
Average X value:,-0.001056, Average Y value:,0.984856, Average Z value:,0.215327, Max X values:,0.000427,-0.002991, Max Y values:,0.986083,0.982665, Max Z values:,0.000427,-0.002991
Average X value:,-0.001025, Average Y value:,0.984911, Average Z value:,0.215412, Max X values:,0.000427,-0.002991, Max Y values:,0.986083,0.982665, Max Z values:,0.000427,-0.002991
Average X value:,-0.001038, Average Y value:,0.984948, Average Z value:,0.21537, Max X values:,0.000427,-0.002991, Max Y values:,0.986083,0.983153, Max Z values:,0.000427,-0.002991
Average X value:,-0.001203, Average Y value:,0.984991, Average Z value:,0.215351, Max X values:,0.000427,-0.003601, Max Y values:,0.986083,0.983153, Max Z values:,0.000427,-0.003601
Average X value:,-0.001154, Average Y value:,0.984875, Average Z value:,0.215302, Max X values:,0.000427,-0.003601, Max Y values:,0.986083,0.982665, Max Z values:,0.000427,-0.003601
Average X value:,-0.001056, Average Y value:,0.984923, Average Z value:,0.215241, Max X values:,0.001648,-0.003601, Max Y values:,0.986205,0.982665, Max Z values:,0.001648,-0.003601
Average X value:,-0.001184, Average Y value:,0.984942, Average Z value:,0.215223, Max X values:,0.001648,-0.003601, Max Y values:,0.986205,0.982665, Max Z values:,0.001648,-0.003601
Average X value:,-0.00127, Average Y value:,0.985003, Average Z value:,0.215248, Max X values:,0.001648,-0.003601, Max Y values:,0.986327,0.982665, Max Z values:,0.001648,-0.003601
Average X value:,-0.001263, Average Y value:,0.984917, Average Z value:,0.215309, Max X values:,0.001648,-0.003601, Max Y values:,0.986327,0.982665, Max Z values:,0.001648,-0.003601
Average X value:,-0.001276, Average Y value:,0.984856, Average Z value:,0.215296, Max X values:,0.001648,-0.003601, Max Y values:,0.986327,0.982665, Max Z values:,0.001648,-0.003601
Average X value:,-0.001306, Average Y value:,0.984826, Average Z value:,0.215217, Max X values:,0.001648,-0.003601, Max Y values:,0.986327,0.982665, Max Z values:,0.001648,-0.003601
Average X value:,-0.0013, Average Y value:,0.984844, Average Z value:,0.215235, Max X values:,0.001648,-0.003601, Max Y values:,0.986327,0.982665, Max Z values:,0.001648,-0.003601
Average X value:,-0.001343, Average Y value:,0.984832, Average Z value:,0.215278, Max X values:,0.001648,-0.003601, Max Y values:,0.986327,0.982665, Max Z values:,0.001648,-0.003601
Average X value:,-0.001276, Average Y value:,0.984905, Average Z value:,0.215229, Max X values:,0.001648,-0.003601, Max Y values:,0.986327,0.982665, Max Z values:,0.001648,-0.003601
Average X value:,-0.001337, Average Y value:,0.984905, Average Z value:,0.215162, Max X values:,0.001648,-0.003601, Max Y values:,0.986327,0.982665, Max Z values:,0.001648,-0.003601
Average X value:,-0.001367, Average Y value:,0.984874, Average Z value:,0.215235, Max X values:,0.001648,-0.003601, Max Y values:,0.986327,0.982665, Max Z values:,0.001648,-0.003601
Average X value:,-0.001434, Average Y value:,0.984789, Average Z value:,0.215303, Max X values:,0.001648,-0.003601, Max Y values:,0.986327,0.982665, Max Z values:,0.001648,-0.003601
Average X value:,-0.001538, Average Y value:,0.984832, Average Z value:,0.215327, Max X values:,0.001648,-0.003601, Max Y values:,0.986327,0.982665, Max Z values:,0.001648,-0.003601
Average X value:,-0.001477, Average Y value:,0.984936, Average Z value:,0.215364, Max X values:,0.001648,-0.003601, Max Y values:,0.98706,0.982665, Max Z values:,0.001648,-0.003601
Average X value:,-0.001514, Average Y value:,0.984948, Average Z value:,0.215351, Max X values:,0.001648,-0.003601, Max Y values:,0.98706,0.982665, Max Z values:,0.001648,-0.003601
Average X value:,-0.001526, Average Y value:,0.984948, Average Z value:,0.215315, Max X values:,0.001648,-0.003601, Max Y values:,0.98706,0.982665, Max Z values:,0.001648,-0.003601
Average X value:,-0.001508, Average Y value:,0.98496, Average Z value:,0.215217, Max X values:,0.001648,-0.003601, Max Y values:,0.98706,0.982665, Max Z values:,0.001648,-0.003601
Average X value:,-0.001556, Average Y value:,0.985027, Average Z value:,0.215126, Max X values:,0.001648,-0.003601, Max Y values:,0.98706,0.982665, Max Z values:,0.001648,-0.003601
Average X value:,-0.001343, Average Y value:,0.985082, Average Z value:,0.215193, Max X values:,0.001648,-0.003357, Max Y values:,0.98706,0.982665, Max Z values:,0.001648,-0.003357
Average X value:,-0.001245, Average Y value:,0.985058, Average Z value:,0.2154, Max X values:,0.001648,-0.003357, Max Y values:,0.98706,0.982177, Max Z values:,0.001648,-0.003357
Average X value:,-0.001434, Average Y value:,0.985058, Average Z value:,0.215364, Max X values:,0.000671,-0.003357, Max Y values:,0.98706,0.982177, Max Z values:,0.000671,-0.003357
Average X value:,-0.001379, Average Y value:,0.985045, Average Z value:,0.215376, Max X values:,0.000671,-0.003357, Max Y values:,0.98706,0.982177, Max Z values:,0.000671,-0.003357
Average X value:,-0.0013, Average Y value:,0.985058, Average Z value:,0.215357, Max X values:,0.000671,-0.003357, Max Y values:,0.98706,0.982177, Max Z values:,0.000671,-0.003357
Average X value:,-0.001355, Average Y value:,0.985161, Average Z value:,0.215241, Max X values:,0.000671,-0.003357, Max Y values:,0.98706,0.982177, Max Z values:,0.000671,-0.003357
Average X value:,-0.001318, Average Y value:,0.985223, Average Z value:,0.215278, Max X values:,0.000671,-0.003357, Max Y values:,0.98706,0.982177, Max Z values:,0.000671,-0.003357
Average X value:,-0.001196, Average Y value:,0.98521, Average Z value:,0.215284, Max X values:,0.000916,-0.003357, Max Y values:,0.98706,0.982177, Max Z values:,0.000916,-0.003357
Average X value:,-0.001208, Average Y value:,0.985161, Average Z value:,0.215174, Max X values:,0.000916,-0.003357, Max Y values:,0.98706,0.982177, Max Z values:,0.000916,-0.003357
Average X value:,-0.001093, Average Y value:,0.985021, Average Z value:,0.21515, Max X values:,0.000916,-0.003357, Max Y values:,0.98706,0.982177, Max Z values:,0.000916,-0.003357
Average X value:,-0.001135, Average Y value:,0.985027, Average Z value:,0.215058, Max X values:,0.000916,-0.003357, Max Y values:,0.98706,0.982177, Max Z values:,0.000916,-0.003357
Average X value:,-0.001074, Average Y value:,0.98499, Average Z value:,0.215095, Max X values:,0.000916,-0.002991, Max Y values:,0.98706,0.982177, Max Z values:,0.000916,-0.002991
Average X value:,-0.00105, Average Y value:,0.985064, Average Z value:,0.21504, Max X values:,0.000916,-0.002991, Max Y values:,0.98706,0.982177, Max Z values:,0.000916,-0.002991
Average X value:,-0.000964, Average Y value:,0.985125, Average Z value:,0.214961, Max X values:,0.000916,-0.002991, Max Y values:,0.98706,0.982177, Max Z values:,0.000916,-0.002991
Average X value:,-0.000897, Average Y value:,0.985106, Average Z value:,0.214955, Max X values:,0.000916,-0.002258, Max Y values:,0.98706,0.982177, Max Z values:,0.000916,-0.002258
Average X value:,-0.00097, Average Y value:,0.985045, Average Z value:,0.214936, Max X values:,0.000916,-0.002747, Max Y values:,0.986816,0.982177, Max Z values:,0.000916,-0.002747
Average X value:,-0.000946, Average Y value:,0.984978, Average Z value:,0.214948, Max X values:,0.000916,-0.002747, Max Y values:,0.986816,0.982177, Max Z values:,0.000916,-0.002747
Average X value:,-0.000964, Average Y value:,0.98496, Average Z value:,0.214881, Max X values:,0.000916,-0.002747, Max Y values:,0.986816,0.982177, Max Z values:,0.000916,-0.002747
Average X value:,-0.001044, Average Y value:,0.984868, Average Z value:,0.21493, Max X values:,0.000916,-0.002747, Max Y values:,0.986816,0.982177, Max Z values:,0.000916,-0.002747
Average X value:,-0.001032, Average Y value:,0.984856, Average Z value:,0.214942, Max X values:,0.000916,-0.002747, Max Y values:,0.986816,0.982177, Max Z values:,0.000916,-0.002747
Average X value:,-0.001129, Average Y value:,0.984789, Average Z value:,0.21493, Max X values:,0.000916,-0.002747, Max Y values:,0.986571,0.982177, Max Z values:,0.000916,-0.002747
Average X value:,-0.001215, Average Y value:,0.984856, Average Z value:,0.214747, Max X values:,0.000916,-0.002747, Max Y values:,0.986571,0.982909, Max Z values:,0.000916,-0.002747
Average X value:,-0.001172, Average Y value:,0.984777, Average Z value:,0.214686, Max X values:,0.000916,-0.002747, Max Y values:,0.986571,0.982909, Max Z values:,0.000916,-0.002747
Average X value:,-0.001209, Average Y value:,0.984795, Average Z value:,0.214613, Max X values:,0.000916,-0.002747, Max Y values:,0.986571,0.982909, Max Z values:,0.000916,-0.002747
Average X value:,-0.001227, Average Y value:,0.984612, Average Z value:,0.214692, Max X values:,0.000916,-0.002747, Max Y values:,0.986083,0.982909, Max Z values:,0.000916,-0.002747
Average X value:,-0.001172, Average Y value:,0.984563, Average Z value:,0.214771, Max X values:,0.000916,-0.002747, Max Y values:,0.986083,0.982909, Max Z values:,0.000916,-0.002747
Average X value:,-0.001264, Average Y value:,0.984618, Average Z value:,0.214808, Max X values:,0.000916,-0.003235, Max Y values:,0.986083,0.982909, Max Z values:,0.000916,-0.003235
Average X value:,-0.001337, Average Y value:,0.984691, Average Z value:,0.21482, Max X values:,-0.000183,-0.003235, Max Y values:,0.986083,0.982909, Max Z values:,-0.000183,-0.003235
Average X value:,-0.00138, Average Y value:,0.984722, Average Z value:,0.214912, Max X values:,-0.000183,-0.003235, Max Y values:,0.986083,0.982909, Max Z values:,-0.000183,-0.003235
Average X value:,-0.001428, Average Y value:,0.98485, Average Z value:,0.214869, Max X values:,-0.000305,-0.003235, Max Y values:,0.986083,0.982909, Max Z values:,-0.000305,-0.003235
Average X value:,-0.00141, Average Y value:,0.98485, Average Z value:,0.214985, Max X values:,-0.000305,-0.003235, Max Y values:,0.986083,0.982909, Max Z values:,-0.000305,-0.003235
Average X value:,-0.001319, Average Y value:,0.984984, Average Z value:,0.215046, Max X values:,-0.000305,-0.003235, Max Y values:,0.987548,0.982909, Max Z values:,-0.000305,-0.003235
Average X value:,-0.001355, Average Y value:,0.984948, Average Z value:,0.215083, Max X values:,-0.000305,-0.003235, Max Y values:,0.987548,0.982909, Max Z values:,-0.000305,-0.003235
Average X value:,-0.001288, Average Y value:,0.984936, Average Z value:,0.215095, Max X values:,0.001038,-0.003235, Max Y values:,0.987548,0.982909, Max Z values:,0.001038,-0.003235
Average X value:,-0.001257, Average Y value:,0.98496, Average Z value:,0.215296, Max X values:,0.001038,-0.003235, Max Y values:,0.987548,0.982909, Max Z values:,0.001038,-0.003235
Average X value:,-0.001178, Average Y value:,0.984875, Average Z value:,0.215388, Max X values:,0.001038,-0.003235, Max Y values:,0.987548,0.982909, Max Z values:,0.001038,-0.003235
Average X value:,-0.001062, Average Y value:,0.984954, Average Z value:,0.215321, Max X values:,0.001038,-0.003235, Max Y values:,0.987548,0.982909, Max Z values:,0.001038,-0.003235
Average X value:,-0.000995, Average Y value:,0.984923, Average Z value:,0.215431, Max X values:,0.001038,-0.003235, Max Y values:,0.987548,0.982909, Max Z values:,0.001038,-0.003235
Average X value:,-0.000977, Average Y value:,0.98496, Average Z value:,0.215479, Max X values:,0.001038,-0.003235, Max Y values:,0.987548,0.982909, Max Z values:,0.001038,-0.003235
Average X value:,-0.000897, Average Y value:,0.984991, Average Z value:,0.215589, Max X values:,0.001038,-0.003235, Max Y values:,0.987548,0.982909, Max Z values:,0.001038,-0.003235
Average X value:,-0.000879, Average Y value:,0.984905, Average Z value:,0.215601, Max X values:,0.001038,-0.003235, Max Y values:,0.987548,0.982909, Max Z values:,0.001038,-0.003235
Average X value:,-0.000836, Average Y value:,0.984972, Average Z value:,0.215589, Max X values:,0.001038,-0.003235, Max Y values:,0.987548,0.982909, Max Z values:,0.001038,-0.003235
Average X value:,-0.0008, Average Y value:,0.98493, Average Z value:,0.215638, Max X values:,0.001038,-0.003235, Max Y values:,0.987548,0.982909, Max Z values:,0.001038,-0.003235
Average X value:,-0.000733, Average Y value:,0.984899, Average Z value:,0.215663, Max X values:,0.001038,-0.003235, Max Y values:,0.987548,0.982909, Max Z values:,0.001038,-0.003235
Average X value:,-0.000726, Average Y value:,0.984893, Average Z value:,0.21565, Max X values:,0.001038,-0.003235, Max Y values:,0.987548,0.982787, Max Z values:,0.001038,-0.003235
Average X value:,-0.000739, Average Y value:,0.984984, Average Z value:,0.215754, Max X values:,0.001038,-0.003235, Max Y values:,0.987548,0.982787, Max Z values:,0.001038,-0.003235
Average X value:,-0.000623, Average Y value:,0.984856, Average Z value:,0.215724, Max X values:,0.001038,-0.00177, Max Y values:,0.987548,0.982787, Max Z values:,0.001038,-0.00177
Average X value:,-0.000635, Average Y value:,0.984814, Average Z value:,0.215821, Max X values:,0.001038,-0.00177, Max Y values:,0.987548,0.982787, Max Z values:,0.001038,-0.00177
Average X value:,-0.000659, Average Y value:,0.984795, Average Z value:,0.215699, Max X values:,0.001038,-0.001892, Max Y values:,0.987548,0.982787, Max Z values:,0.001038,-0.001892
Average X value:,-0.000592, Average Y value:,0.984746, Average Z value:,0.215724, Max X values:,0.001038,-0.001892, Max Y values:,0.987548,0.982787, Max Z values:,0.001038,-0.001892
Average X value:,-0.000556, Average Y value:,0.984685, Average Z value:,0.215705, Max X values:,0.001038,-0.001892, Max Y values:,0.987548,0.982787, Max Z values:,0.001038,-0.001892
Average X value:,-0.000684, Average Y value:,0.984551, Average Z value:,0.215699, Max X values:,0.001038,-0.002869, Max Y values:,0.986571,0.982787, Max Z values:,0.001038,-0.002869
Average X value:,-0.000647, Average Y value:,0.98449, Average Z value:,0.215742, Max X values:,0.001038,-0.002869, Max Y values:,0.986571,0.982787, Max Z values:,0.001038,-0.002869
Average X value:,-0.000781, Average Y value:,0.98449, Average Z value:,0.215772, Max X values:,0.000549,-0.002869, Max Y values:,0.986571,0.982787, Max Z values:,0.000549,-0.002869
Average X value:,-0.000873, Average Y value:,0.984594, Average Z value:,0.21562, Max X values:,0.000549,-0.002869, Max Y values:,0.986571,0.982787, Max Z values:,0.000549,-0.002869
Average X value:,-0.000842, Average Y value:,0.984734, Average Z value:,0.21551, Max X values:,0.000549,-0.002869, Max Y values:,0.986938,0.982787, Max Z values:,0.000549,-0.002869
