You entered a buffer length of 100,x_100_up,,y_100_up,,z_100_up,,,,,,,,,
Average X value:,-0.025949, Average Y value:,0.999385, Average Z value:,0.095234, Max X values:,0.222731,-0.237258, Max Y values:,2.150339,0.131905, Max Z values:,0.222731,-0.237258
Average X value:,-0.024965, Average Y value:,1.000944, Average Z value:,0.094884, Max X values:,0.222731,-0.237258, Max Y values:,2.150339,0.131905, Max Z values:,0.222731,-0.237258
Average X value:,-0.023516, Average Y value:,1.002507, Average Z value:,0.094271, Max X values:,0.222731,-0.237258, Max Y values:,2.150339,0.131905, Max Z values:,0.222731,-0.237258
Average X value:,-0.022339, Average Y value:,1.003592, Average Z value:,0.093891, Max X values:,0.222731,-0.237258, Max Y values:,2.150339,0.131905, Max Z values:,0.222731,-0.237258
Average X value:,-0.021343, Average Y value:,1.00397, Average Z value:,0.093182, Max X values:,0.222731,-0.237258, Max Y values:,2.150339,0.131905, Max Z values:,0.222731,-0.237258
Average X value:,-0.020333, Average Y value:,1.004253, Average Z value:,0.092409, Max X values:,0.222731,-0.237258, Max Y values:,2.150339,0.131905, Max Z values:,0.222731,-0.237258
Average X value:,-0.020178, Average Y value:,1.005176, Average Z value:,0.091813, Max X values:,0.222731,-0.237258, Max Y values:,2.150339,0.131905, Max Z values:,0.222731,-0.237258
Average X value:,-0.020604, Average Y value:,1.005701, Average Z value:,0.091477, Max X values:,0.222731,-0.237258, Max Y values:,2.150339,0.131905, Max Z values:,0.222731,-0.237258
Average X value:,-0.020851, Average Y value:,1.005901, Average Z value:,0.091132, Max X values:,0.222731,-0.237258, Max Y values:,2.150339,0.131905, Max Z values:,0.222731,-0.237258
Average X value:,-0.020391, Average Y value:,1.005727, Average Z value:,0.091297, Max X values:,0.222731,-0.237258, Max Y values:,2.150339,0.131905, Max Z values:,0.222731,-0.237258
Average X value:,-0.01938, Average Y value:,1.005514, Average Z value:,0.091882, Max X values:,0.222731,-0.237258, Max Y values:,2.150339,0.131905, Max Z values:,0.222731,-0.237258
Average X value:,-0.018575, Average Y value:,1.005304, Average Z value:,0.092731, Max X values:,0.222731,-0.232253, Max Y values:,2.150339,0.131905, Max Z values:,0.222731,-0.232253
Average X value:,-0.018271, Average Y value:,1.00553, Average Z value:,0.093778, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.131905, Max Z values:,0.222731,-0.218092
Average X value:,-0.018591, Average Y value:,1.006004, Average Z value:,0.095309, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.131905, Max Z values:,0.222731,-0.218092
Average X value:,-0.019359, Average Y value:,1.006818, Average Z value:,0.096664, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.131905, Max Z values:,0.222731,-0.218092
Average X value:,-0.020107, Average Y value:,1.007919, Average Z value:,0.097495, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.131905, Max Z values:,0.222731,-0.218092
Average X value:,-0.020366, Average Y value:,1.008951, Average Z value:,0.098198, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.131905, Max Z values:,0.222731,-0.218092
Average X value:,-0.020029, Average Y value:,1.010071, Average Z value:,0.098989, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.131905, Max Z values:,0.222731,-0.218092
Average X value:,-0.019377, Average Y value:,1.011011, Average Z value:,0.099713, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.16218, Max Z values:,0.222731,-0.218092
Average X value:,-0.018981, Average Y value:,1.011518, Average Z value:,0.100277, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.222731,-0.218092
Average X value:,-0.018586, Average Y value:,1.011522, Average Z value:,0.100808, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.222731,-0.218092
Average X value:,-0.01817, Average Y value:,1.011469, Average Z value:,0.101438, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.222731,-0.218092
Average X value:,-0.017544, Average Y value:,1.011558, Average Z value:,0.102184, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.222731,-0.218092
Average X value:,-0.01709, Average Y value:,1.011608, Average Z value:,0.103041, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.222731,-0.218092
Average X value:,-0.017309, Average Y value:,1.011826, Average Z value:,0.103778, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.222731,-0.218092
Average X value:,-0.017991, Average Y value:,1.012651, Average Z value:,0.10396, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.222731,-0.218092
Average X value:,-0.017773, Average Y value:,1.013469, Average Z value:,0.102728, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.222731,-0.218092
Average X value:,-0.01698, Average Y value:,1.015197, Average Z value:,0.101856, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.222731,-0.218092
Average X value:,-0.015975, Average Y value:,1.017695, Average Z value:,0.10116, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.222731,-0.218092
Average X value:,-0.016837, Average Y value:,1.019753, Average Z value:,0.101502, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.222731,-0.218092
Average X value:,-0.018256, Average Y value:,1.020037, Average Z value:,0.101035, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.222731,-0.218092
Average X value:,-0.018567, Average Y value:,1.019541, Average Z value:,0.101388, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.222731,-0.218092
Average X value:,-0.018827, Average Y value:,1.017694, Average Z value:,0.100996, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.222731,-0.218092
Average X value:,-0.019681, Average Y value:,1.01425, Average Z value:,0.099602, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.222731,-0.218092
Average X value:,-0.020289, Average Y value:,1.010621, Average Z value:,0.098382, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.222731,-0.218092
Average X value:,-0.019773, Average Y value:,1.007975, Average Z value:,0.097821, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.222731,-0.218092
Average X value:,-0.018623, Average Y value:,1.004125, Average Z value:,0.096659, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.222731,-0.218092
Average X value:,-0.021436, Average Y value:,0.997274, Average Z value:,0.096405, Max X values:,0.222731,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.222731,-0.218092
Average X value:,-0.023706, Average Y value:,0.991666, Average Z value:,0.097082, Max X values:,0.194531,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.218092
Average X value:,-0.024174, Average Y value:,0.987717, Average Z value:,0.098717, Max X values:,0.194531,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.218092
Average X value:,-0.024113, Average Y value:,0.984304, Average Z value:,0.100116, Max X values:,0.194531,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.218092
Average X value:,-0.023737, Average Y value:,0.981124, Average Z value:,0.101111, Max X values:,0.194531,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.218092
Average X value:,-0.02314, Average Y value:,0.978802, Average Z value:,0.101309, Max X values:,0.194531,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.218092
Average X value:,-0.02271, Average Y value:,0.977179, Average Z value:,0.100568, Max X values:,0.194531,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.218092
Average X value:,-0.022157, Average Y value:,0.976996, Average Z value:,0.099198, Max X values:,0.194531,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.218092
Average X value:,-0.021425, Average Y value:,0.978404, Average Z value:,0.098131, Max X values:,0.194531,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.218092
Average X value:,-0.021062, Average Y value:,0.981126, Average Z value:,0.097363, Max X values:,0.194531,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.218092
Average X value:,-0.020896, Average Y value:,0.984386, Average Z value:,0.097102, Max X values:,0.194531,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.218092
Average X value:,-0.020748, Average Y value:,0.988014, Average Z value:,0.097313, Max X values:,0.194531,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.218092
Average X value:,-0.020519, Average Y value:,0.991641, Average Z value:,0.097897, Max X values:,0.194531,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.218092
Average X value:,-0.019923, Average Y value:,0.995039, Average Z value:,0.098315, Max X values:,0.194531,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.218092
Average X value:,-0.018868, Average Y value:,0.997681, Average Z value:,0.098713, Max X values:,0.194531,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.218092
Average X value:,-0.01734, Average Y value:,1.000015, Average Z value:,0.098848, Max X values:,0.194531,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.218092
Average X value:,-0.015921, Average Y value:,1.002117, Average Z value:,0.098686, Max X values:,0.194531,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.218092
Average X value:,-0.015129, Average Y value:,1.004221, Average Z value:,0.098395, Max X values:,0.194531,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.218092
Average X value:,-0.01493, Average Y value:,1.006416, Average Z value:,0.098383, Max X values:,0.194531,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.218092
Average X value:,-0.015337, Average Y value:,1.007603, Average Z value:,0.098809, Max X values:,0.194531,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.218092
Average X value:,-0.014947, Average Y value:,1.008582, Average Z value:,0.099498, Max X values:,0.194531,-0.218092, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.218092
Average X value:,-0.013866, Average Y value:,1.009869, Average Z value:,0.099819, Max X values:,0.194531,-0.214674, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.214674
Average X value:,-0.012983, Average Y value:,1.011295, Average Z value:,0.099991, Max X values:,0.194531,-0.214674, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.214674
Average X value:,-0.013003, Average Y value:,1.012626, Average Z value:,0.099941, Max X values:,0.194531,-0.214674, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.214674
Average X value:,-0.013401, Average Y value:,1.013994, Average Z value:,0.100259, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.228835
Average X value:,-0.01362, Average Y value:,1.015168, Average Z value:,0.101071, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.228835
Average X value:,-0.013603, Average Y value:,1.016194, Average Z value:,0.102018, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.228835
Average X value:,-0.01346, Average Y value:,1.016948, Average Z value:,0.103109, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.228835
Average X value:,-0.013484, Average Y value:,1.017471, Average Z value:,0.103937, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.228835
Average X value:,-0.014063, Average Y value:,1.017709, Average Z value:,0.104543, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.228835
Average X value:,-0.014675, Average Y value:,1.017567, Average Z value:,0.104817, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.197461, Max Z values:,0.194531,-0.228835
Average X value:,-0.014714, Average Y value:,1.017652, Average Z value:,0.105025, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.197583, Max Z values:,0.194531,-0.228835
Average X value:,-0.01474, Average Y value:,1.017702, Average Z value:,0.105229, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.202588, Max Z values:,0.194531,-0.228835
Average X value:,-0.015033, Average Y value:,1.017335, Average Z value:,0.105445, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.186352, Max Z values:,0.194531,-0.228835
Average X value:,-0.015475, Average Y value:,1.016542, Average Z value:,0.10565, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.186352, Max Z values:,0.194531,-0.228835
Average X value:,-0.01593, Average Y value:,1.015656, Average Z value:,0.106027, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.186352, Max Z values:,0.194531,-0.228835
Average X value:,-0.016051, Average Y value:,1.014697, Average Z value:,0.106701, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.186352, Max Z values:,0.194531,-0.228835
Average X value:,-0.016063, Average Y value:,1.0132, Average Z value:,0.107408, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.186352, Max Z values:,0.194531,-0.228835
Average X value:,-0.016275, Average Y value:,1.0113, Average Z value:,0.107784, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.186352, Max Z values:,0.194531,-0.228835
Average X value:,-0.016343, Average Y value:,1.009819, Average Z value:,0.108445, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.186352, Max Z values:,0.194531,-0.228835
Average X value:,-0.01556, Average Y value:,1.007629, Average Z value:,0.107483, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.186352, Max Z values:,0.194531,-0.228835
Average X value:,-0.016127, Average Y value:,1.005093, Average Z value:,0.107248, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.186352, Max Z values:,0.194531,-0.228835
Average X value:,-0.016947, Average Y value:,1.003386, Average Z value:,0.10699, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.186352, Max Z values:,0.194531,-0.228835
Average X value:,-0.017268, Average Y value:,1.002013, Average Z value:,0.106597, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.186352, Max Z values:,0.194531,-0.228835
Average X value:,-0.017407, Average Y value:,1.000356, Average Z value:,0.106152, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.186352, Max Z values:,0.194531,-0.228835
Average X value:,-0.017327, Average Y value:,0.998636, Average Z value:,0.105838, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.186352, Max Z values:,0.194531,-0.228835
Average X value:,-0.016535, Average Y value:,0.997854, Average Z value:,0.10642, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.186352, Max Z values:,0.194531,-0.228835
Average X value:,-0.015895, Average Y value:,0.996939, Average Z value:,0.107958, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.186352, Max Z values:,0.194531,-0.228835
Average X value:,-0.015487, Average Y value:,0.995985, Average Z value:,0.109807, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.186352, Max Z values:,0.194531,-0.228835
Average X value:,-0.015478, Average Y value:,0.995, Average Z value:,0.110361, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.186352, Max Z values:,0.194531,-0.228835
Average X value:,-0.015115, Average Y value:,0.995094, Average Z value:,0.109495, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.186352, Max Z values:,0.194531,-0.228835
Average X value:,-0.014326, Average Y value:,0.996115, Average Z value:,0.108077, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.186352, Max Z values:,0.194531,-0.228835
Average X value:,-0.013184, Average Y value:,0.997342, Average Z value:,0.107292, Max X values:,0.194531,-0.228835, Max Y values:,2.150339,0.186352, Max Z values:,0.194531,-0.228835
Average X value:,-0.011908, Average Y value:,0.998389, Average Z value:,0.10789, Max X values:,0.208448,-0.228835, Max Y values:,2.150339,0.186352, Max Z values:,0.208448,-0.228835
Average X value:,-0.011075, Average Y value:,0.999589, Average Z value:,0.109865, Max X values:,0.237624,-0.228835, Max Y values:,2.150339,0.186352, Max Z values:,0.237624,-0.228835
Average X value:,-0.010418, Average Y value:,1.001211, Average Z value:,0.1127, Max X values:,0.260209,-0.228835, Max Y values:,2.174754,0.186352, Max Z values:,0.260209,-0.228835
Average X value:,-0.009754, Average Y value:,1.002715, Average Z value:,0.115281, Max X values:,0.260209,-0.228835, Max Y values:,2.25557,0.186352, Max Z values:,0.260209,-0.228835
Average X value:,-0.008941, Average Y value:,1.003821, Average Z value:,0.117351, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.186352, Max Z values:,0.260209,-0.228835
Average X value:,-0.008185, Average Y value:,1.004782, Average Z value:,0.119166, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.186352, Max Z values:,0.260209,-0.228835
Average X value:,-0.007681, Average Y value:,1.005507, Average Z value:,0.120841, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.186352, Max Z values:,0.260209,-0.228835
Average X value:,-0.007605, Average Y value:,1.006243, Average Z value:,0.122414, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.186352, Max Z values:,0.260209,-0.228835
Average X value:,-0.007894, Average Y value:,1.006702, Average Z value:,0.123658, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.186352, Max Z values:,0.260209,-0.228835
Average X value:,-0.00766, Average Y value:,1.007181, Average Z value:,0.124335, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.186352, Max Z values:,0.260209,-0.228835
Average X value:,-0.007178, Average Y value:,1.00741, Average Z value:,0.125347, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.186352, Max Z values:,0.260209,-0.228835
Average X value:,-0.00659, Average Y value:,1.006879, Average Z value:,0.126584, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.186352, Max Z values:,0.260209,-0.228835
Average X value:,-0.006369, Average Y value:,1.006329, Average Z value:,0.127975, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.186352, Max Z values:,0.260209,-0.228835
Average X value:,-0.006883, Average Y value:,1.006333, Average Z value:,0.12878, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.186352, Max Z values:,0.260209,-0.228835
Average X value:,-0.00772, Average Y value:,1.007046, Average Z value:,0.128947, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.186352, Max Z values:,0.260209,-0.228835
Average X value:,-0.008289, Average Y value:,1.007587, Average Z value:,0.128762, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.186352, Max Z values:,0.260209,-0.228835
Average X value:,-0.008101, Average Y value:,1.007509, Average Z value:,0.128685, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.186352, Max Z values:,0.260209,-0.228835
Average X value:,-0.007334, Average Y value:,1.007853, Average Z value:,0.128672, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.186352, Max Z values:,0.260209,-0.228835
Average X value:,-0.00717, Average Y value:,1.008395, Average Z value:,0.128759, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.186352, Max Z values:,0.260209,-0.228835
Average X value:,-0.008332, Average Y value:,1.00874, Average Z value:,0.128703, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.186352, Max Z values:,0.260209,-0.228835
Average X value:,-0.009581, Average Y value:,1.008902, Average Z value:,0.128777, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.186352, Max Z values:,0.260209,-0.228835
Average X value:,-0.009941, Average Y value:,1.009094, Average Z value:,0.128637, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.186352, Max Z values:,0.260209,-0.228835
Average X value:,-0.00992, Average Y value:,1.00871, Average Z value:,0.12808, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.186352, Max Z values:,0.260209,-0.228835
Average X value:,-0.009417, Average Y value:,1.007787, Average Z value:,0.127, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.186352, Max Z values:,0.260209,-0.228835
Average X value:,-0.008898, Average Y value:,1.006231, Average Z value:,0.126154, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.186352, Max Z values:,0.260209,-0.228835
Average X value:,-0.009214, Average Y value:,1.004109, Average Z value:,0.125573, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.101752, Max Z values:,0.260209,-0.228835
Average X value:,-0.009919, Average Y value:,1.001933, Average Z value:,0.125204, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.048526, Max Z values:,0.260209,-0.228835
Average X value:,-0.010727, Average Y value:,0.99964, Average Z value:,0.124954, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.021181, Max Z values:,0.260209,-0.228835
Average X value:,-0.011281, Average Y value:,0.997566, Average Z value:,0.124915, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.018495, Max Z values:,0.260209,-0.228835
Average X value:,-0.011888, Average Y value:,0.995923, Average Z value:,0.125378, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.018495, Max Z values:,0.260209,-0.228835
Average X value:,-0.013077, Average Y value:,0.994505, Average Z value:,0.12595, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.018495, Max Z values:,0.260209,-0.228835
Average X value:,-0.01442, Average Y value:,0.992823, Average Z value:,0.126502, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.018495, Max Z values:,0.260209,-0.228835
Average X value:,-0.015556, Average Y value:,0.990758, Average Z value:,0.126956, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.018495, Max Z values:,0.260209,-0.228835
Average X value:,-0.015962, Average Y value:,0.988719, Average Z value:,0.127315, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.018495, Max Z values:,0.260209,-0.228835
Average X value:,-0.015594, Average Y value:,0.986469, Average Z value:,0.127593, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.018495, Max Z values:,0.260209,-0.228835
Average X value:,-0.015418, Average Y value:,0.983803, Average Z value:,0.127784, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.018495, Max Z values:,0.260209,-0.228835
Average X value:,-0.016014, Average Y value:,0.981145, Average Z value:,0.128167, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.018495, Max Z values:,0.260209,-0.228835
Average X value:,-0.015453, Average Y value:,0.978911, Average Z value:,0.127361, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.018495, Max Z values:,0.260209,-0.228835
Average X value:,-0.01466, Average Y value:,0.97723, Average Z value:,0.127203, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.018495, Max Z values:,0.260209,-0.228835
Average X value:,-0.014211, Average Y value:,0.975571, Average Z value:,0.126291, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.018495, Max Z values:,0.260209,-0.228835
Average X value:,-0.013446, Average Y value:,0.974947, Average Z value:,0.125221, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.018495, Max Z values:,0.260209,-0.228835
Average X value:,-0.011904, Average Y value:,0.97628, Average Z value:,0.12459, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.018495, Max Z values:,0.260209,-0.228835
Average X value:,-0.008925, Average Y value:,0.979851, Average Z value:,0.124688, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.018495, Max Z values:,0.260209,-0.228835
Average X value:,-0.006696, Average Y value:,0.983666, Average Z value:,0.125716, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.018495, Max Z values:,0.260209,-0.228835
Average X value:,-0.006888, Average Y value:,0.986471, Average Z value:,0.126331, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.018495, Max Z values:,0.260209,-0.228835
Average X value:,-0.006962, Average Y value:,0.989942, Average Z value:,0.125585, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.018495, Max Z values:,0.260209,-0.228835
Average X value:,-0.006635, Average Y value:,0.995069, Average Z value:,0.124676, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.018495, Max Z values:,0.260209,-0.228835
Average X value:,-0.004365, Average Y value:,1.001051, Average Z value:,0.123378, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.018495, Max Z values:,0.260209,-0.228835
Average X value:,-0.00357, Average Y value:,1.004679, Average Z value:,0.121759, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.018495, Max Z values:,0.260209,-0.228835
Average X value:,-0.004151, Average Y value:,1.006072, Average Z value:,0.119662, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.018495, Max Z values:,0.260209,-0.228835
Average X value:,-0.004355, Average Y value:,1.006192, Average Z value:,0.11828, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.018495, Max Z values:,0.260209,-0.228835
Average X value:,-0.006689, Average Y value:,0.995228, Average Z value:,0.121348, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,0.018495, Max Z values:,0.260209,-0.228835
Average X value:,-0.009042, Average Y value:,0.967521, Average Z value:,0.11499, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,-0.930294, Max Z values:,0.260209,-0.228835
Average X value:,-0.011646, Average Y value:,0.956649, Average Z value:,0.114588, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,-0.930294, Max Z values:,0.260209,-0.228835
Average X value:,-0.013946, Average Y value:,0.943688, Average Z value:,0.113189, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,-0.930294, Max Z values:,0.260209,-0.228835
Average X value:,-0.013591, Average Y value:,0.934277, Average Z value:,0.114988, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,-0.930294, Max Z values:,0.260209,-0.228835
Average X value:,-0.012581, Average Y value:,0.923583, Average Z value:,0.118103, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,-0.930294, Max Z values:,0.260209,-0.228835
Average X value:,-0.012491, Average Y value:,0.912255, Average Z value:,0.120577, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,-0.930294, Max Z values:,0.260209,-0.228835
Average X value:,-0.013708, Average Y value:,0.901441, Average Z value:,0.120476, Max X values:,0.260209,-0.228835, Max Y values:,2.260941,-0.930294, Max Z values:,0.260209,-0.228835
Average X value:,-0.015903, Average Y value:,0.908016, Average Z value:,0.126333, Max X values:,0.260209,-0.228835, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.228835
Average X value:,-0.017892, Average Y value:,0.906072, Average Z value:,0.128893, Max X values:,0.260209,-0.228835, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.228835
Average X value:,-0.019132, Average Y value:,0.900785, Average Z value:,0.13018, Max X values:,0.260209,-0.228835, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.228835
Average X value:,-0.02019, Average Y value:,0.896639, Average Z value:,0.131658, Max X values:,0.260209,-0.228835, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.228835
Average X value:,-0.020934, Average Y value:,0.893996, Average Z value:,0.132741, Max X values:,0.260209,-0.228835, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.228835
Average X value:,-0.021637, Average Y value:,0.892552, Average Z value:,0.133784, Max X values:,0.260209,-0.228835, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.228835
Average X value:,-0.022048, Average Y value:,0.892012, Average Z value:,0.13438, Max X values:,0.260209,-0.228835, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.228835
Average X value:,-0.021509, Average Y value:,0.893112, Average Z value:,0.134588, Max X values:,0.260209,-0.228835, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.228835
Average X value:,-0.020367, Average Y value:,0.895267, Average Z value:,0.134422, Max X values:,0.260209,-0.228835, Max Y values:,2.48178,-0.930294, Max Z values:,0.260209,-0.228835
